Zeitraum;kWh;Euro;kgCO2;Status
18.10.2022 20:15 - 20:30;3636,000;0,00;1952,532;Ersatzwert
18.10.2022 20:30 - 20:45;3577,000;0,00;1920,849;Ersatzwert
18.10.2022 20:45 - 21:00;3645,000;0,00;1957,365;Ersatzwert
18.10.2022 21:00 - 21:15;3612,000;0,00;1939,644;Ersatzwert
18.10.2022 21:15 - 21:30;3868,000;0,00;2077,116;Ersatzwert
18.10.2022 21:30 - 21:45;3665,000;0,00;1968,105;Ersatzwert
18.10.2022 21:45 - 22:00;3689,000;0,00;1980,993;Ersatzwert
18.10.2022 22:00 - 22:15;3960,000;0,00;2126,520;Ersatzwert
18.10.2022 22:15 - 22:30;3923,000;0,00;2106,651;Ersatzwert
18.10.2022 22:30 - 22:45;3828,000;0,00;2055,636;Ersatzwert
18.10.2022 22:45 - 23:00;3665,000;0,00;1968,105;Ersatzwert
18.10.2022 23:00 - 23:15;3522,000;0,00;1891,314;Ersatzwert
18.10.2022 23:15 - 23:30;3478,000;0,00;1867,686;Ersatzwert
18.10.2022 23:30 - 23:45;3578,000;0,00;1921,386;Ersatzwert
18.10.2022 23:45 - 00:00;3495,000;0,00;1876,815;Ersatzwert
19.10.2022 00:00 - 00:15;3551,000;0,00;1906,887;Ersatzwert
19.10.2022 00:15 - 00:30;3605,000;0,00;1935,885;Ersatzwert
19.10.2022 00:30 - 00:45;3942,000;0,00;2116,854;Ersatzwert
19.10.2022 00:45 - 01:00;4068,000;0,00;2184,516;Ersatzwert
19.10.2022 01:00 - 01:15;3971,000;0,00;2132,427;Ersatzwert
19.10.2022 01:15 - 01:30;3968,000;0,00;2130,816;Ersatzwert
19.10.2022 01:30 - 01:45;3730,000;0,00;2003,010;Ersatzwert
19.10.2022 01:45 - 02:00;3620,000;0,00;1943,940;Ersatzwert
19.10.2022 02:00 - 02:15;3828,000;0,00;2055,636;Ersatzwert
19.10.2022 02:15 - 02:30;3796,000;0,00;2038,452;Ersatzwert
19.10.2022 02:30 - 02:45;3805,000;0,00;2043,285;Ersatzwert
19.10.2022 02:45 - 03:00;3870,000;0,00;2078,190;Ersatzwert
19.10.2022 03:00 - 03:15;4069,000;0,00;2185,053;Ersatzwert
19.10.2022 03:15 - 03:30;3943,000;0,00;2117,391;Ersatzwert
19.10.2022 03:30 - 03:45;3566,000;0,00;1914,942;Ersatzwert
19.10.2022 03:45 - 04:00;3506,000;0,00;1882,722;Ersatzwert
19.10.2022 04:00 - 04:15;3637,000;0,00;1953,069;Ersatzwert
19.10.2022 04:15 - 04:30;3662,000;0,00;1966,494;Ersatzwert
19.10.2022 04:30 - 04:45;3885,000;0,00;2086,245;Ersatzwert
19.10.2022 04:45 - 05:00;3929,000;0,00;2109,873;Ersatzwert
19.10.2022 05:00 - 05:15;3938,000;0,00;2114,706;Ersatzwert
19.10.2022 05:15 - 05:30;3877,000;0,00;2081,949;Ersatzwert
19.10.2022 05:30 - 05:45;3790,000;0,00;2035,230;Ersatzwert
19.10.2022 05:45 - 06:00;3551,000;0,00;1906,887;Ersatzwert
19.10.2022 06:00 - 06:15;3973,000;0,00;2133,501;Ersatzwert
19.10.2022 06:15 - 06:30;3978,000;0,00;2136,186;Ersatzwert
19.10.2022 06:30 - 06:45;3849,000;0,00;2066,913;Ersatzwert
19.10.2022 06:45 - 07:00;3730,000;0,00;2003,010;Ersatzwert
19.10.2022 07:00 - 07:15;3639,000;0,00;1954,143;Ersatzwert
19.10.2022 07:15 - 07:30;3785,000;0,00;2032,545;Ersatzwert
19.10.2022 07:30 - 07:45;3825,000;0,00;2054,025;Ersatzwert
19.10.2022 07:45 - 08:00;3949,000;0,00;2120,613;Ersatzwert
19.10.2022 08:00 - 08:15;3977,000;0,00;2135,649;Ersatzwert
19.10.2022 08:15 - 08:30;3803,000;0,00;2042,211;Ersatzwert
19.10.2022 08:30 - 08:45;3685,000;0,00;1978,845;Ersatzwert
19.10.2022 08:45 - 09:00;3648,000;0,00;1958,976;Ersatzwert
19.10.2022 09:00 - 09:15;3667,000;0,00;1969,179;Ersatzwert
19.10.2022 09:15 - 09:30;3622,000;0,00;1945,014;Ersatzwert
19.10.2022 09:30 - 09:45;3859,000;0,00;2072,283;Ersatzwert
19.10.2022 09:45 - 10:00;3902,000;0,00;2095,374;Ersatzwert
19.10.2022 10:00 - 10:15;4088,000;0,00;2195,256;Ersatzwert
19.10.2022 10:15 - 10:30;3967,000;0,00;2130,279;Ersatzwert
19.10.2022 10:30 - 10:45;3819,000;0,00;2050,803;Ersatzwert
19.10.2022 10:45 - 11:00;3652,000;0,00;1961,124;Ersatzwert
19.10.2022 11:00 - 11:15;3476,000;0,00;1866,612;Ersatzwert
19.10.2022 11:15 - 11:30;3721,000;0,00;1998,177;Ersatzwert
19.10.2022 11:30 - 11:45;3240,000;0,00;1739,880;Ersatzwert
19.10.2022 11:45 - 12:00;3385,000;0,00;1817,745;Ersatzwert
19.10.2022 12:00 - 12:15;3287,000;0,00;1765,119;Ersatzwert
19.10.2022 12:15 - 12:30;3377,000;0,00;1813,449;Ersatzwert
19.10.2022 12:30 - 12:45;3509,000;0,00;1884,333;Ersatzwert
19.10.2022 12:45 - 13:00;3497,000;0,00;1877,889;Ersatzwert
19.10.2022 13:00 - 13:15;3226,000;0,00;1732,362;Ersatzwert
19.10.2022 13:15 - 13:30;3265,000;0,00;1753,305;Ersatzwert
19.10.2022 13:30 - 13:45;3280,000;0,00;1761,360;Ersatzwert
19.10.2022 13:45 - 14:00;3557,000;0,00;1910,109;Ersatzwert
19.10.2022 14:00 - 14:15;3521,000;0,00;1890,777;Ersatzwert
19.10.2022 14:15 - 14:30;3570,000;0,00;1917,090;Ersatzwert
19.10.2022 14:30 - 14:45;3719,000;0,00;1997,103;Ersatzwert
19.10.2022 14:45 - 15:00;3584,000;0,00;1924,608;Ersatzwert
19.10.2022 15:00 - 15:15;3483,000;0,00;1870,371;Ersatzwert
19.10.2022 15:15 - 15:30;3468,000;0,00;1862,316;Ersatzwert
19.10.2022 15:30 - 15:45;3509,000;0,00;1884,333;Ersatzwert
19.10.2022 15:45 - 16:00;3457,000;0,00;1856,409;Ersatzwert
19.10.2022 16:00 - 16:15;3469,000;0,00;1862,853;Ersatzwert
19.10.2022 16:15 - 16:30;3471,000;0,00;1863,927;Ersatzwert
19.10.2022 16:30 - 16:45;3687,000;0,00;1979,919;Ersatzwert
19.10.2022 16:45 - 17:00;3556,000;0,00;1909,572;Ersatzwert
19.10.2022 17:00 - 17:15;3596,000;0,00;1931,052;Ersatzwert
19.10.2022 17:15 - 17:30;3532,000;0,00;1896,684;Ersatzwert
19.10.2022 17:30 - 17:45;3326,000;0,00;1786,062;Ersatzwert
19.10.2022 17:45 - 18:00;3530,000;0,00;1895,610;Ersatzwert
19.10.2022 18:00 - 18:15;3588,000;0,00;1926,756;Ersatzwert
19.10.2022 18:15 - 18:30;3415,000;0,00;1833,855;Ersatzwert
19.10.2022 18:30 - 18:45;3477,000;0,00;1867,149;Ersatzwert
19.10.2022 18:45 - 19:00;3521,000;0,00;1890,777;Ersatzwert
19.10.2022 19:00 - 19:15;3858,000;0,00;2071,746;Ersatzwert
19.10.2022 19:15 - 19:30;3727,000;0,00;2001,399;Ersatzwert
19.10.2022 19:30 - 19:45;3679,000;0,00;1975,623;Ersatzwert
19.10.2022 19:45 - 20:00;3523,000;0,00;1891,851;Ersatzwert
19.10.2022 20:00 - 20:15;3409,000;0,00;1830,633;Ersatzwert
19.10.2022 20:15 - 20:30;3501,000;0,00;1880,037;Ersatzwert
19.10.2022 20:30 - 20:45;3681,000;0,00;1976,697;Ersatzwert
19.10.2022 20:45 - 21:00;3695,000;0,00;1984,215;Ersatzwert
19.10.2022 21:00 - 21:15;3557,000;0,00;1910,109;Ersatzwert
19.10.2022 21:15 - 21:30;3526,000;0,00;1893,462;Ersatzwert
19.10.2022 21:30 - 21:45;3487,000;0,00;1872,519;Ersatzwert
19.10.2022 21:45 - 22:00;3571,000;0,00;1917,627;Ersatzwert
19.10.2022 22:00 - 22:15;3547,000;0,00;1904,739;Ersatzwert
19.10.2022 22:15 - 22:30;3382,000;0,00;1816,134;Ersatzwert
19.10.2022 22:30 - 22:45;3432,000;0,00;1842,984;Ersatzwert
19.10.2022 22:45 - 23:00;3506,000;0,00;1882,722;Ersatzwert
19.10.2022 23:00 - 23:15;3410,000;0,00;1831,170;Ersatzwert
19.10.2022 23:15 - 23:30;3507,000;0,00;1883,259;Ersatzwert
19.10.2022 23:30 - 23:45;3576,000;0,00;1920,312;Ersatzwert
19.10.2022 23:45 - 00:00;3731,000;0,00;2003,547;Ersatzwert
20.10.2022 00:00 - 00:15;3715,000;0,00;1994,955;Ersatzwert
20.10.2022 00:15 - 00:30;3373,000;0,00;1811,301;Ersatzwert
20.10.2022 00:30 - 00:45;3505,000;0,00;1882,185;Ersatzwert
20.10.2022 00:45 - 01:00;3581,000;0,00;1922,997;Ersatzwert
20.10.2022 01:00 - 01:15;3491,000;0,00;1874,667;Ersatzwert
20.10.2022 01:15 - 01:30;3477,000;0,00;1867,149;Ersatzwert
20.10.2022 01:30 - 01:45;3481,000;0,00;1869,297;Ersatzwert
20.10.2022 01:45 - 02:00;3348,000;0,00;1797,876;Ersatzwert
20.10.2022 02:00 - 02:15;3301,000;0,00;1772,637;Ersatzwert
20.10.2022 02:15 - 02:30;3290,000;0,00;1766,730;Ersatzwert
20.10.2022 02:30 - 02:45;3315,000;0,00;1780,155;Ersatzwert
20.10.2022 02:45 - 03:00;3593,000;0,00;1929,441;Ersatzwert
20.10.2022 03:00 - 03:15;3473,000;0,00;1865,001;Ersatzwert
20.10.2022 03:15 - 03:30;3323,000;0,00;1784,451;Ersatzwert
20.10.2022 03:30 - 03:45;3166,000;0,00;1700,142;Ersatzwert
20.10.2022 03:45 - 04:00;3099,000;0,00;1664,163;Ersatzwert
20.10.2022 04:00 - 04:15;3111,000;0,00;1670,607;Ersatzwert
20.10.2022 04:15 - 04:30;3108,000;0,00;1668,996;Ersatzwert
20.10.2022 04:30 - 04:45;3721,000;0,00;1998,177;Ersatzwert
20.10.2022 04:45 - 05:00;3689,000;0,00;1980,993;Ersatzwert
20.10.2022 05:00 - 05:15;3475,000;0,00;1866,075;Ersatzwert
20.10.2022 05:15 - 05:30;3316,000;0,00;1780,692;Ersatzwert
20.10.2022 05:30 - 05:45;3897,000;0,00;2092,689;Ersatzwert
20.10.2022 05:45 - 06:00;3800,000;0,00;2040,600;Ersatzwert
20.10.2022 06:00 - 06:15;3424,000;0,00;1838,688;Ersatzwert
20.10.2022 06:15 - 06:30;3516,000;0,00;1888,092;Ersatzwert
20.10.2022 06:30 - 06:45;3428,000;0,00;1840,836;Ersatzwert
20.10.2022 06:45 - 07:00;3111,000;0,00;1670,607;Ersatzwert
20.10.2022 07:00 - 07:15;2672,000;0,00;1434,864;Ersatzwert
20.10.2022 07:15 - 07:30;2463,000;0,00;1322,631;Ersatzwert
20.10.2022 07:30 - 07:45;2492,000;0,00;1338,204;Ersatzwert
20.10.2022 07:45 - 08:00;2536,000;0,00;1361,832;Ersatzwert
20.10.2022 08:00 - 08:15;2352,000;0,00;1263,024;Ersatzwert
20.10.2022 08:15 - 08:30;2053,000;0,00;1102,461;Ersatzwert
20.10.2022 08:30 - 08:45;2405,000;0,00;1291,485;Ersatzwert
20.10.2022 08:45 - 09:00;2153,000;0,00;1156,161;Ersatzwert
20.10.2022 09:00 - 09:15;2305,000;0,00;1237,785;Ersatzwert
20.10.2022 09:15 - 09:30;2374,000;0,00;1274,838;Ersatzwert
20.10.2022 09:30 - 09:45;2434,000;0,00;1307,058;Ersatzwert
20.10.2022 09:45 - 10:00;2106,000;0,00;1130,922;Ersatzwert
20.10.2022 10:00 - 10:15;2002,000;0,00;1075,074;Ersatzwert
20.10.2022 10:15 - 10:30;2093,000;0,00;1123,941;Ersatzwert
20.10.2022 10:30 - 10:45;2015,000;0,00;1082,055;Ersatzwert
20.10.2022 10:45 - 11:00;2184,000;0,00;1172,808;Ersatzwert
20.10.2022 11:00 - 11:15;1846,000;0,00;991,302;Ersatzwert
20.10.2022 11:15 - 11:30;1699,000;0,00;912,363;Ersatzwert
20.10.2022 11:30 - 11:45;1763,000;0,00;946,731;Ersatzwert
20.10.2022 11:45 - 12:00;1715,000;0,00;920,955;Ersatzwert
20.10.2022 12:00 - 12:15;1705,000;0,00;915,585;Ersatzwert
20.10.2022 12:15 - 12:30;1775,000;0,00;953,175;Ersatzwert
20.10.2022 12:30 - 12:45;1754,000;0,00;941,898;Ersatzwert
20.10.2022 12:45 - 13:00;1927,000;0,00;1034,799;Ersatzwert
20.10.2022 13:00 - 13:15;1753,000;0,00;941,361;Ersatzwert
20.10.2022 13:15 - 13:30;1861,000;0,00;999,357;Ersatzwert
20.10.2022 13:30 - 13:45;1775,000;0,00;953,175;Ersatzwert
20.10.2022 13:45 - 14:00;1866,000;0,00;1002,042;Ersatzwert
20.10.2022 14:00 - 14:15;1859,000;0,00;998,283;Ersatzwert
20.10.2022 14:15 - 14:30;1662,000;0,00;892,494;Ersatzwert
20.10.2022 14:30 - 14:45;1595,000;0,00;856,515;Ersatzwert
20.10.2022 14:45 - 15:00;1679,000;0,00;901,623;Ersatzwert
20.10.2022 15:00 - 15:15;1762,000;0,00;946,194;Ersatzwert
20.10.2022 15:15 - 15:30;1850,000;0,00;993,450;Ersatzwert
20.10.2022 15:30 - 15:45;1952,000;0,00;1048,224;Ersatzwert
20.10.2022 15:45 - 16:00;1912,000;0,00;1026,744;Ersatzwert
20.10.2022 16:00 - 16:15;1840,000;0,00;988,080;Ersatzwert
20.10.2022 16:15 - 16:30;1919,000;0,00;1030,503;Ersatzwert
20.10.2022 16:30 - 16:45;1877,000;0,00;1007,949;Ersatzwert
20.10.2022 16:45 - 17:00;1675,000;0,00;899,475;Ersatzwert
20.10.2022 17:00 - 17:15;1814,000;0,00;974,118;Ersatzwert
20.10.2022 17:15 - 17:30;1784,000;0,00;958,008;Ersatzwert
20.10.2022 17:30 - 17:45;1865,000;0,00;1001,505;Ersatzwert
20.10.2022 17:45 - 18:00;1785,000;0,00;958,545;Ersatzwert
20.10.2022 18:00 - 18:15;1876,000;0,00;1007,412;Ersatzwert
20.10.2022 18:15 - 18:30;1871,000;0,00;1004,727;Ersatzwert
20.10.2022 18:30 - 18:45;1860,000;0,00;998,820;Ersatzwert
20.10.2022 18:45 - 19:00;1897,000;0,00;1018,689;Ersatzwert
20.10.2022 19:00 - 19:15;1865,000;0,00;1001,505;Ersatzwert
20.10.2022 19:15 - 19:30;1793,000;0,00;962,841;Ersatzwert
20.10.2022 19:30 - 19:45;1831,000;0,00;983,247;Ersatzwert
20.10.2022 19:45 - 20:00;1889,000;0,00;1014,393;Ersatzwert
20.10.2022 20:00 - 20:15;1869,000;0,00;1003,653;Ersatzwert
20.10.2022 20:15 - 20:30;1939,000;0,00;1041,243;Ersatzwert
20.10.2022 20:30 - 20:45;1928,000;0,00;1035,336;Ersatzwert
20.10.2022 20:45 - 21:00;1849,000;0,00;992,913;Ersatzwert
20.10.2022 21:00 - 21:15;1862,000;0,00;999,894;Ersatzwert
20.10.2022 21:15 - 21:30;1871,000;0,00;1004,727;Ersatzwert
20.10.2022 21:30 - 21:45;1901,000;0,00;1020,837;Ersatzwert
20.10.2022 21:45 - 22:00;1892,000;0,00;1016,004;Ersatzwert
20.10.2022 22:00 - 22:15;1855,000;0,00;996,135;Ersatzwert
20.10.2022 22:15 - 22:30;1768,000;0,00;949,416;Ersatzwert
20.10.2022 22:30 - 22:45;1696,000;0,00;910,752;Ersatzwert
20.10.2022 22:45 - 23:00;1763,000;0,00;946,731;Ersatzwert
20.10.2022 23:00 - 23:15;1817,000;0,00;975,729;Ersatzwert
20.10.2022 23:15 - 23:30;1831,000;0,00;983,247;Ersatzwert
20.10.2022 23:30 - 23:45;1951,000;0,00;1047,687;Ersatzwert
20.10.2022 23:45 - 00:00;1883,000;0,00;1011,171;Ersatzwert
21.10.2022 00:00 - 00:15;1609,000;0,00;864,033;Ersatzwert
21.10.2022 00:15 - 00:30;1582,000;0,00;849,534;Ersatzwert
21.10.2022 00:30 - 00:45;1580,000;0,00;848,460;Ersatzwert
21.10.2022 00:45 - 01:00;1736,000;0,00;932,232;Ersatzwert
21.10.2022 01:00 - 01:15;1611,000;0,00;865,107;Ersatzwert
21.10.2022 01:15 - 01:30;1529,000;0,00;821,073;Ersatzwert
21.10.2022 01:30 - 01:45;1572,000;0,00;844,164;Ersatzwert
21.10.2022 01:45 - 02:00;1712,000;0,00;919,344;Ersatzwert
21.10.2022 02:00 - 02:15;1739,000;0,00;933,843;Ersatzwert
21.10.2022 02:15 - 02:30;1632,000;0,00;876,384;Ersatzwert
21.10.2022 02:30 - 02:45;1592,000;0,00;854,904;Ersatzwert
21.10.2022 02:45 - 03:00;1647,000;0,00;884,439;Ersatzwert
21.10.2022 03:00 - 03:15;1499,000;0,00;804,963;Ersatzwert
21.10.2022 03:15 - 03:30;1410,000;0,00;757,170;Ersatzwert
21.10.2022 03:30 - 03:45;1418,000;0,00;761,466;Ersatzwert
21.10.2022 03:45 - 04:00;1594,000;0,00;855,978;Ersatzwert
21.10.2022 04:00 - 04:15;1676,000;0,00;900,012;Ersatzwert
21.10.2022 04:15 - 04:30;1629,000;0,00;874,773;Ersatzwert
21.10.2022 04:30 - 04:45;1475,000;0,00;792,075;Ersatzwert
21.10.2022 04:45 - 05:00;1471,000;0,00;789,927;Ersatzwert
21.10.2022 05:00 - 05:15;1518,000;0,00;815,166;Ersatzwert
21.10.2022 05:15 - 05:30;2153,000;0,00;1156,161;Ersatzwert
21.10.2022 05:30 - 05:45;2117,000;0,00;1136,829;Ersatzwert
21.10.2022 05:45 - 06:00;1902,000;0,00;1021,374;Ersatzwert
21.10.2022 06:00 - 06:15;1838,000;0,00;987,006;Ersatzwert
21.10.2022 06:15 - 06:30;1730,000;0,00;929,010;Ersatzwert
21.10.2022 06:30 - 06:45;1736,000;0,00;932,232;Ersatzwert
21.10.2022 06:45 - 07:00;1768,000;0,00;949,416;Ersatzwert
21.10.2022 07:00 - 07:15;1788,000;0,00;960,156;Ersatzwert
21.10.2022 07:15 - 07:30;1918,000;0,00;1029,966;Ersatzwert
21.10.2022 07:30 - 07:45;2153,000;0,00;1156,161;Ersatzwert
21.10.2022 07:45 - 08:00;2222,000;0,00;1193,214;Ersatzwert
21.10.2022 08:00 - 08:15;2502,000;0,00;1343,574;Ersatzwert
21.10.2022 08:15 - 08:30;2567,000;0,00;1378,479;Ersatzwert
21.10.2022 08:30 - 08:45;2369,000;0,00;1272,153;Ersatzwert
21.10.2022 08:45 - 09:00;2408,000;0,00;1293,096;Ersatzwert
21.10.2022 09:00 - 09:15;2343,000;0,00;1258,191;Ersatzwert
21.10.2022 09:15 - 09:30;2912,000;0,00;1563,744;Ersatzwert
21.10.2022 09:30 - 09:45;2560,000;0,00;1374,720;Ersatzwert
21.10.2022 09:45 - 10:00;2823,000;0,00;1515,951;Ersatzwert
21.10.2022 10:00 - 10:15;2956,000;0,00;1587,372;Ersatzwert
21.10.2022 10:15 - 10:30;2859,000;0,00;1535,283;Ersatzwert
21.10.2022 10:30 - 10:45;2453,000;0,00;1317,261;Ersatzwert
21.10.2022 10:45 - 11:00;2210,000;0,00;1186,770;Ersatzwert
21.10.2022 11:00 - 11:15;2201,000;0,00;1181,937;Ersatzwert
21.10.2022 11:15 - 11:30;2293,000;0,00;1231,341;Ersatzwert
21.10.2022 11:30 - 11:45;2297,000;0,00;1233,489;Ersatzwert
21.10.2022 11:45 - 12:00;2225,000;0,00;1194,825;Ersatzwert
21.10.2022 12:00 - 12:15;2044,000;0,00;1097,628;Ersatzwert
21.10.2022 12:15 - 12:30;2005,000;0,00;1076,685;Ersatzwert
21.10.2022 12:30 - 12:45;2147,000;0,00;1152,939;Ersatzwert
21.10.2022 12:45 - 13:00;2246,000;0,00;1206,102;Ersatzwert
21.10.2022 13:00 - 13:15;2027,000;0,00;1088,499;Ersatzwert
21.10.2022 13:15 - 13:30;1888,000;0,00;1013,856;Ersatzwert
21.10.2022 13:30 - 13:45;2084,000;0,00;1119,108;Ersatzwert
21.10.2022 13:45 - 14:00;1892,000;0,00;1016,004;Ersatzwert
21.10.2022 14:00 - 14:15;1848,000;0,00;992,376;Ersatzwert
21.10.2022 14:15 - 14:30;2015,000;0,00;1082,055;Ersatzwert
21.10.2022 14:30 - 14:45;1953,000;0,00;1048,761;Ersatzwert
21.10.2022 14:45 - 15:00;1898,000;0,00;1019,226;Ersatzwert
21.10.2022 15:00 - 15:15;1940,000;0,00;1041,780;Ersatzwert
21.10.2022 15:15 - 15:30;2180,000;0,00;1170,660;Ersatzwert
21.10.2022 15:30 - 15:45;1981,000;0,00;1063,797;Ersatzwert
21.10.2022 15:45 - 16:00;1965,000;0,00;1055,205;Ersatzwert
21.10.2022 16:00 - 16:15;1863,000;0,00;1000,431;Ersatzwert
21.10.2022 16:15 - 16:30;2052,000;0,00;1101,924;Ersatzwert
21.10.2022 16:30 - 16:45;2221,000;0,00;1192,677;Ersatzwert
21.10.2022 16:45 - 17:00;2081,000;0,00;1117,497;Ersatzwert
21.10.2022 17:00 - 17:15;2427,000;0,00;1303,299;Ersatzwert
21.10.2022 17:15 - 17:30;2304,000;0,00;1237,248;Ersatzwert
21.10.2022 17:30 - 17:45;2461,000;0,00;1321,557;Ersatzwert
21.10.2022 17:45 - 18:00;2484,000;0,00;1333,908;Ersatzwert
21.10.2022 18:00 - 18:15;2456,000;0,00;1318,872;Ersatzwert
21.10.2022 18:15 - 18:30;2466,000;0,00;1324,242;Ersatzwert
21.10.2022 18:30 - 18:45;2588,000;0,00;1389,756;Ersatzwert
21.10.2022 18:45 - 19:00;2417,000;0,00;1297,929;Ersatzwert
21.10.2022 19:00 - 19:15;2475,000;0,00;1329,075;Ersatzwert
21.10.2022 19:15 - 19:30;2498,000;0,00;1341,426;Ersatzwert
21.10.2022 19:30 - 19:45;2467,000;0,00;1324,779;Ersatzwert
21.10.2022 19:45 - 20:00;2453,000;0,00;1317,261;Ersatzwert
21.10.2022 20:00 - 20:15;2465,000;0,00;1323,705;Ersatzwert
21.10.2022 20:15 - 20:30;2445,000;0,00;1312,965;Ersatzwert
21.10.2022 20:30 - 20:45;2431,000;0,00;1305,447;Ersatzwert
21.10.2022 20:45 - 21:00;2541,000;0,00;1364,517;Ersatzwert
21.10.2022 21:00 - 21:15;2408,000;0,00;1293,096;Ersatzwert
21.10.2022 21:15 - 21:30;2196,000;0,00;1179,252;Ersatzwert
21.10.2022 21:30 - 21:45;2209,000;0,00;1186,233;Ersatzwert
21.10.2022 21:45 - 22:00;2292,000;0,00;1230,804;Ersatzwert
21.10.2022 22:00 - 22:15;2365,000;0,00;1270,005;Ersatzwert
21.10.2022 22:15 - 22:30;2442,000;0,00;1311,354;Ersatzwert
21.10.2022 22:30 - 22:45;2464,000;0,00;1323,168;Ersatzwert
21.10.2022 22:45 - 23:00;2396,000;0,00;1286,652;Ersatzwert
21.10.2022 23:00 - 23:15;2396,000;0,00;1286,652;Ersatzwert
21.10.2022 23:15 - 23:30;2349,000;0,00;1261,413;Ersatzwert
21.10.2022 23:30 - 23:45;2342,000;0,00;1257,654;Ersatzwert
21.10.2022 23:45 - 00:00;2283,000;0,00;1225,971;Ersatzwert
22.10.2022 00:00 - 00:15;2235,000;0,00;1200,195;Ersatzwert
22.10.2022 00:15 - 00:30;2377,000;0,00;1276,449;Ersatzwert
22.10.2022 00:30 - 00:45;2818,000;0,00;1513,266;Ersatzwert
22.10.2022 00:45 - 01:00;2604,000;0,00;1398,348;Ersatzwert
22.10.2022 01:00 - 01:15;2649,000;0,00;1422,513;Ersatzwert
22.10.2022 01:15 - 01:30;2703,000;0,00;1451,511;Ersatzwert
22.10.2022 01:30 - 01:45;2733,000;0,00;1467,621;Ersatzwert
22.10.2022 01:45 - 02:00;2642,000;0,00;1418,754;Ersatzwert
22.10.2022 02:00 - 02:15;2469,000;0,00;1325,853;Ersatzwert
22.10.2022 02:15 - 02:30;2449,000;0,00;1315,113;Ersatzwert
22.10.2022 02:30 - 02:45;2518,000;0,00;1352,166;Ersatzwert
22.10.2022 02:45 - 03:00;2543,000;0,00;1365,591;Ersatzwert
22.10.2022 03:00 - 03:15;2621,000;0,00;1407,477;Ersatzwert
22.10.2022 03:15 - 03:30;2657,000;0,00;1426,809;Ersatzwert
22.10.2022 03:30 - 03:45;2578,000;0,00;1384,386;Ersatzwert
22.10.2022 03:45 - 04:00;2535,000;0,00;1361,295;Ersatzwert
22.10.2022 04:00 - 04:15;2557,000;0,00;1373,109;Ersatzwert
22.10.2022 04:15 - 04:30;2708,000;0,00;1454,196;Ersatzwert
22.10.2022 04:30 - 04:45;2765,000;0,00;1484,805;Ersatzwert
22.10.2022 04:45 - 05:00;2821,000;0,00;1514,877;Ersatzwert
22.10.2022 05:00 - 05:15;2910,000;0,00;1562,670;Ersatzwert
22.10.2022 05:15 - 05:30;3177,000;0,00;1706,049;Ersatzwert
